ID_pred,pred,ID_target,target,Aux_ID,Aux_pred,Equipo
AF200828_8573373,Drosophila_melanogaster,AF200828_8573373,Drosophila_melanogaster,TRUE,TRUE,Frutilleros
AF200829_8573387,Drosophila_melanogaster,AF200829_8573387,Drosophila_melanogaster,TRUE,TRUE,Frutilleros
AF200839_8573527,Drosophila_simulans,AF200839_8573527,Drosophila_simulans,TRUE,TRUE,Frutilleros
AF200842_8573569,Drosophila_simulans,AF200842_8573569,Drosophila_simulans,TRUE,TRUE,Frutilleros
AF200846_8573625,Drosophila_simulans,AF200846_8573625,Drosophila_simulans,TRUE,TRUE,Frutilleros
AY154408_25989948,Drosophila_subquinaria,AY154408_25989948,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
AY154413_25989958,Drosophila_subquinaria,AY154413_25989958,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
AY154414_25989960,Drosophila_subquinaria,AY154414_25989960,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
AY154417_25989966,Drosophila_subquinaria,AY154417_25989966,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
AY154424_25989980,Drosophila_subquinaria,AY154424_25989980,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
AY154427_25989986,Drosophila_recens,AY154427_25989986,Drosophila_recens,TRUE,TRUE,Frutilleros
AY154430_25989992,Drosophila_recens,AY154430_25989992,Drosophila_recens,TRUE,TRUE,Frutilleros
AY154437_25990006,Drosophila_recens,AY154437_25990006,Drosophila_recens,TRUE,TRUE,Frutilleros
AY154438_25990008,Drosophila_recens,AY154438_25990008,Drosophila_recens,TRUE,TRUE,Frutilleros
AY154439_25990010,Drosophila_recens,AY154439_25990010,Drosophila_recens,TRUE,TRUE,Frutilleros
AY154448_25990028,Drosophila_recens,AY154448_25990028,Drosophila_recens,TRUE,TRUE,Frutilleros
AY154450_25990032,Drosophila_recens,AY154450_25990032,Drosophila_recens,TRUE,TRUE,Frutilleros
AY154451_25990034,Drosophila_recens,AY154451_25990034,Drosophila_recens,TRUE,TRUE,Frutilleros
AY154453_25990038,Drosophila_recens,AY154453_25990038,Drosophila_recens,TRUE,TRUE,Frutilleros
AY154457_25990046,Drosophila_recens,AY154457_25990046,Drosophila_subquinaria,TRUE,FALSE,Frutilleros
AY518670_40795358,Drosophila_simulans,AY518670_40795358,Drosophila_simulans,TRUE,TRUE,Frutilleros
AY518673_40795400,Drosophila_simulans,AY518673_40795400,Drosophila_simulans,TRUE,TRUE,Frutilleros
AY533717_42601537,Drosophila_pachea,AY533717_42601537,Drosophila_pachea,TRUE,TRUE,Frutilleros
AY533718_42601539,Drosophila_pachea,AY533718_42601539,Drosophila_pachea,TRUE,TRUE,Frutilleros
AY533719_42601541,Drosophila_pachea,AY533719_42601541,Drosophila_pachea,TRUE,TRUE,Frutilleros
AY533721_42601545,Drosophila_pachea,AY533721_42601545,Drosophila_pachea,TRUE,TRUE,Frutilleros
AY533729_42601561,Drosophila_pachea,AY533729_42601561,Drosophila_pachea,TRUE,TRUE,Frutilleros
AY533734_42601571,Drosophila_pachea,AY533734_42601571,Drosophila_pachea,TRUE,TRUE,Frutilleros
AY533738_42601579,Drosophila_pachea,AY533738_42601579,Drosophila_pachea,TRUE,TRUE,Frutilleros
AY533745_42601593,Drosophila_pachea,AY533745_42601593,Drosophila_pachea,TRUE,TRUE,Frutilleros
AY533759_42601621,Drosophila_pachea,AY533759_42601621,Drosophila_pachea,TRUE,TRUE,Frutilleros
AY533763_42601629,Drosophila_pachea,AY533763_42601629,Drosophila_pachea,TRUE,TRUE,Frutilleros
AY533768_42601639,Drosophila_pachea,AY533768_42601639,Drosophila_pachea,TRUE,TRUE,Frutilleros
AY533771_42601645,Drosophila_pachea,AY533771_42601645,Drosophila_pachea,TRUE,TRUE,Frutilleros
AY533773_42601649,Drosophila_pachea,AY533773_42601649,Drosophila_pachea,TRUE,TRUE,Frutilleros
AY533777_42601657,Drosophila_pachea,AY533777_42601657,Drosophila_pachea,TRUE,TRUE,Frutilleros
AY533784_42601671,Drosophila_pachea,AY533784_42601671,Drosophila_pachea,TRUE,TRUE,Frutilleros
AY533786_42601675,Drosophila_pachea,AY533786_42601675,Drosophila_pachea,TRUE,TRUE,Frutilleros
AY533790_42601683,Drosophila_mettleri,AY533790_42601683,Drosophila_mettleri,TRUE,TRUE,Frutilleros
AY533793_42601689,Drosophila_mettleri,AY533793_42601689,Drosophila_mettleri,TRUE,TRUE,Frutilleros
AY533797_42601697,Drosophila_mettleri,AY533797_42601697,Drosophila_mettleri,TRUE,TRUE,Frutilleros
AY533802_42601707,Drosophila_mettleri,AY533802_42601707,Drosophila_mettleri,TRUE,TRUE,Frutilleros
AY533809_42601721,Drosophila_mettleri,AY533809_42601721,Drosophila_mettleri,TRUE,TRUE,Frutilleros
AY533814_42601733,Drosophila_nigrospiracula,AY533814_42601733,Drosophila_nigrospiracula,TRUE,TRUE,Frutilleros
AY533821_42601747,Drosophila_nigrospiracula,AY533821_42601747,Drosophila_nigrospiracula,TRUE,TRUE,Frutilleros
AY541130_46948560,Drosophila_falleni,AY541130_46948560,Drosophila_falleni,TRUE,TRUE,Frutilleros
AY541133_46948566,Drosophila_falleni,AY541133_46948566,Drosophila_falleni,TRUE,TRUE,Frutilleros
AY541135_46948570,Drosophila_falleni,AY541135_46948570,Drosophila_falleni,TRUE,TRUE,Frutilleros
AY541182_46948664,Drosophila_innubila,AY541182_46948664,Drosophila_innubila,TRUE,TRUE,Frutilleros
AY541184_46948668,Drosophila_innubila,AY541184_46948668,Drosophila_innubila,TRUE,TRUE,Frutilleros
AY541193_46948686,Drosophila_innubila,AY541193_46948686,Drosophila_innubila,TRUE,TRUE,Frutilleros
AY541209_46948718,Drosophila_innubila,AY541209_46948718,Drosophila_innubila,TRUE,TRUE,Frutilleros
DQ383671_87475141,Drosophila_arizonae,DQ383671_87475141,Drosophila_arizonae,TRUE,TRUE,Frutilleros
DQ383677_87475153,Drosophila_arizonae,DQ383677_87475153,Drosophila_arizonae,TRUE,TRUE,Frutilleros
DQ383678_87475155,Drosophila_arizonae,DQ383678_87475155,Drosophila_arizonae,TRUE,TRUE,Frutilleros
DQ383686_87475193,Drosophila_mojavensis,DQ383686_87475193,Drosophila_mojavensis,TRUE,TRUE,Frutilleros
DQ383704_87475229,Drosophila_mojavensis,DQ383704_87475229,Drosophila_mojavensis,TRUE,TRUE,Frutilleros
DQ383712_87475245,Drosophila_mojavensis,DQ383712_87475245,Drosophila_mojavensis,TRUE,TRUE,Frutilleros
DQ383717_87475255,Drosophila_mojavensis,DQ383717_87475255,Drosophila_mojavensis,TRUE,TRUE,Frutilleros
DQ383720_87475261,Drosophila_mojavensis,DQ383720_87475261,Drosophila_mojavensis,TRUE,TRUE,Frutilleros
DQ383723_87475267,Drosophila_mojavensis,DQ383723_87475267,Drosophila_mojavensis,TRUE,TRUE,Frutilleros
DQ383726_87475273,Drosophila_mojavensis,DQ383726_87475273,Drosophila_mojavensis,TRUE,TRUE,Frutilleros
DQ383727_87475275,Drosophila_mojavensis,DQ383727_87475275,Drosophila_mojavensis,TRUE,TRUE,Frutilleros
DQ383728_87475277,Drosophila_mojavensis,DQ383728_87475277,Drosophila_mojavensis,TRUE,TRUE,Frutilleros
DQ426717_90018813,Drosophila_montana,DQ426717_90018813,Drosophila_montana,TRUE,TRUE,Frutilleros
DQ426725_90018829,Drosophila_montana,DQ426725_90018829,Drosophila_montana,TRUE,TRUE,Frutilleros
DQ426726_90018831,Drosophila_montana,DQ426726_90018831,Drosophila_montana,TRUE,TRUE,Frutilleros
DQ426734_90018847,Drosophila_montana,DQ426734_90018847,Drosophila_montana,TRUE,TRUE,Frutilleros
DQ426739_90018857,Drosophila_montana,DQ426739_90018857,Drosophila_montana,TRUE,TRUE,Frutilleros
DQ426750_90018879,Drosophila_montana,DQ426750_90018879,Drosophila_montana,TRUE,TRUE,Frutilleros
DQ426751_90018881,Drosophila_montana,DQ426751_90018881,Drosophila_montana,TRUE,TRUE,Frutilleros
DQ426753_90018885,Drosophila_montana,DQ426753_90018885,Drosophila_montana,TRUE,TRUE,Frutilleros
DQ426800_90018979,Drosophila_virilis,DQ426800_90018979,Drosophila_virilis,TRUE,TRUE,Frutilleros
DQ426803_90018985,Drosophila_virilis,DQ426803_90018985,Drosophila_virilis,TRUE,TRUE,Frutilleros
DQ471543_110189412,Drosophila_nigrospiracula,DQ471543_110189412,Drosophila_angor,TRUE,FALSE,Frutilleros
DQ471554_110189434,Drosophila_angor,DQ471554_110189434,Drosophila_angor,TRUE,TRUE,Frutilleros
DQ471571_110189467,Drosophila_barutani,DQ471571_110189467,Drosophila_barutani,TRUE,TRUE,Frutilleros
DQ851595_114186991,Drosophila_subquinaria,DQ851595_114186991,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851596_114186993,Drosophila_subquinaria,DQ851596_114186993,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851598_114186997,Drosophila_subquinaria,DQ851598_114186997,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851600_114187001,Drosophila_subquinaria,DQ851600_114187001,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851620_114187041,Drosophila_subquinaria,DQ851620_114187041,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851623_114187047,Drosophila_subquinaria,DQ851623_114187047,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851629_114187059,Drosophila_subquinaria,DQ851629_114187059,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851631_114187063,Drosophila_subquinaria,DQ851631_114187063,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851638_114187077,Drosophila_subquinaria,DQ851638_114187077,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851639_114187079,Drosophila_subquinaria,DQ851639_114187079,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851642_114187085,Drosophila_subquinaria,DQ851642_114187085,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851646_114187093,Drosophila_subquinaria,DQ851646_114187093,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851650_114187101,Drosophila_subquinaria,DQ851650_114187101,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851661_114187123,Drosophila_subquinaria,DQ851661_114187123,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851662_114187125,Drosophila_subquinaria,DQ851662_114187125,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851665_114187131,Drosophila_subquinaria,DQ851665_114187131,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851676_114187153,Drosophila_subquinaria,DQ851676_114187153,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851678_114187157,Drosophila_subquinaria,DQ851678_114187157,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851680_114187161,Drosophila_subquinaria,DQ851680_114187161,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851686_114187173,Drosophila_subquinaria,DQ851686_114187173,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851689_114187179,Drosophila_subquinaria,DQ851689_114187179,Drosophila_subquinaria,TRUE,TRUE,Frutilleros
DQ851700_114187201,Drosophila_recens,DQ851700_114187201,Drosophila_recens,TRUE,TRUE,Frutilleros
DQ851702_114187205,Drosophila_recens,DQ851702_114187205,Drosophila_recens,TRUE,TRUE,Frutilleros
DQ851704_114187209,Drosophila_recens,DQ851704_114187209,Drosophila_recens,TRUE,TRUE,Frutilleros
DQ851706_114187213,Drosophila_recens,DQ851706_114187213,Drosophila_recens,TRUE,TRUE,Frutilleros
DQ851707_114187215,Drosophila_recens,DQ851707_114187215,Drosophila_recens,TRUE,TRUE,Frutilleros
DQ851710_114187221,Drosophila_recens,DQ851710_114187221,Drosophila_recens,TRUE,TRUE,Frutilleros
DQ851721_114187243,Drosophila_recens,DQ851721_114187243,Drosophila_recens,TRUE,TRUE,Frutilleros
DQ851729_114187259,Drosophila_recens,DQ851729_114187259,Drosophila_recens,TRUE,TRUE,Frutilleros
DQ851732_114187265,Drosophila_recens,DQ851732_114187265,Drosophila_recens,TRUE,TRUE,Frutilleros
DQ851734_114187269,Drosophila_recens,DQ851734_114187269,Drosophila_recens,TRUE,TRUE,Frutilleros
DQ851738_114187277,Drosophila_recens,DQ851738_114187277,Drosophila_recens,TRUE,TRUE,Frutilleros
DQ851745_114187291,Drosophila_recens,DQ851745_114187291,Drosophila_recens,TRUE,TRUE,Frutilleros
DQ851749_114187299,Drosophila_recens,DQ851749_114187299,Drosophila_recens,TRUE,TRUE,Frutilleros
DQ851751_114187303,Drosophila_recens,DQ851751_114187303,Drosophila_recens,TRUE,TRUE,Frutilleros
DQ851756_114187313,Drosophila_recens,DQ851756_114187313,Drosophila_recens,TRUE,TRUE,Frutilleros
DQ851761_114187323,Drosophila_recens,DQ851761_114187323,Drosophila_recens,TRUE,TRUE,Frutilleros
DQ851779_114187359,Drosophila_recens,DQ851779_114187359,Drosophila_recens,TRUE,TRUE,Frutilleros
DQ851803_114187407,Drosophila_recens,DQ851803_114187407,Drosophila_recens,TRUE,TRUE,Frutilleros